Unnamed: 0,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
2877,Cat Zingano,Amanda Nunes,1,,f,KO/TKO,3,2014,10,3,0,0,167.64,172.72,0,2.56,61.0,1.61,46.0,2.81,65.0,42.0,0.9,76.92308,1982,16,4,0,0,172.72,175.26,1,4.55,51.0,2.88,56.0,1.82,40.0,79.0,0.6,80.0,1988
2878,Dominick Cruz,Takeya Mizugaki,1,135.0,f,KO/TKO,1,2014,22,2,0,0,172.72,172.72,1,3.53,31.0,2.15,74.0,3.17,50.0,83.0,0.1,91.666664,1985,21,11,2,0,170.18,172.72,1,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,61.764706,1983
2879,James Krause,Jorge Masvidal,0,155.0,f,DEC,3,2014,25,8,0,0,187.96,185.42,1,4.57,46.0,4.15,61.0,1.18,18.0,46.0,0.7,75.757576,1986,32,13,0,0,180.34,187.96,1,4.15,46.0,2.96,67.0,1.73,58.0,78.0,0.4,71.111115,1984
2880,Stephen Thompson,Patrick Cote,1,170.0,f,DEC,3,2014,14,3,1,0,182.88,190.5,1,3.45,42.0,2.51,60.0,0.41,45.0,78.0,0.0,77.77778,1983,24,11,0,0,180.34,180.34,1,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,68.57143,1980
2881,Brian Ebersole,John Howard,1,170.0,f,DEC,3,2014,51,17,1,1,182.88,185.42,0,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1,72.85714,1980,23,12,0,0,170.18,180.34,1,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,65.71429,1983
2882,Kevin Lee,Jon Tuck,1,155.0,f,DEC,3,2014,17,3,0,0,175.26,195.58,1,4.06,45.0,2.96,52.0,3.33,42.0,75.0,1.1,85.0,1992,10,5,0,0,180.34,185.42,1,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0,66.666664,1984
2883,Manvel Gamburyan,Cody Gibson,1,135.0,f,SUB,2,2014,18,11,0,1,165.1,170.18,1,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,60.0,1981,12,6,0,0,177.8,180.34,1,2.47,31.0,2.54,63.0,1.85,38.0,58.0,0.4,66.666664,1987
2884,Rick Story,Gunnar Nelson,1,170.0,f,DEC,5,2014,19,9,0,0,175.26,180.34,0,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,1984,16,3,1,0,180.34,182.88,0,2.01,56.0,3.7,51.0,1.64,62.0,70.0,1.1,80.0,1988
2885,Max Holloway,Akira Corassani,1,145.0,f,KO/TKO,1,2014,19,3,0,0,180.34,175.26,1,6.2,43.0,3.9,65.0,0.28,80.0,83.0,0.5,86.36364,1991,14,7,0,1,172.72,172.72,1,3.25,45.0,4.91,50.0,0.7,28.0,86.0,0.0,63.636364,1982
2886,Ilir Latifi,Jan Blachowicz,0,205.0,f,KO/TKO,1,2014,15,5,0,1,177.8,185.42,1,2.37,42.0,2.65,52.0,2.33,37.0,100.0,0.7,71.42857,1983,23,7,0,0,187.96,198.12,1,3.64,50.0,3.01,53.0,1.59,54.0,55.0,0.4,76.666664,1983
2888,Scott Askham,Magnus Cedenblad,0,185.0,f,DEC,3,2014,14,4,0,0,190.5,190.5,0,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,77.77778,1988,14,5,0,0,195.58,200.66,1,2.38,51.0,3.02,40.0,2.87,64.0,66.0,1.0,73.68421,1982
2889,Nico Musoke,Alexander Yakovlev,1,170.0,f,DEC,3,2014,13,5,0,1,182.88,190.5,1,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2,68.42105,1986,23,8,1,0,190.5,187.96,0,1.89,46.0,2.73,56.0,1.23,30.0,72.0,0.0,71.875,1984
2890,Dennis Siver,Charles Rosa,1,145.0,f,DEC,3,2014,23,11,0,1,167.64,177.8,1,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,65.71429,1979,11,3,0,0,175.26,175.26,0,3.85,36.0,4.0,51.0,2.93,34.0,50.0,1.1,78.57143,1986
2891,Cathal Pendred,Gasan Umalatov,1,170.0,f,DEC,3,2014,17,5,1,0,185.42,190.5,1,2.49,44.0,3.01,55.0,2.46,23.0,83.0,0.4,73.91304,1987,15,5,1,0,180.34,180.34,1,2.23,39.0,4.1,59.0,0.75,17.0,90.0,0.0,71.42857,1982
2892,Tor Troeng,Krzysztof Jotko,0,185.0,f,DEC,3,2014,16,7,1,0,187.96,195.58,1,1.16,46.0,3.26,32.0,0.62,7.0,66.0,0.3,66.666664,1983,19,4,0,0,185.42,195.58,0,2.86,44.0,1.89,59.0,1.12,37.0,87.0,0.1,82.608696,1989
2893,Marcin Bandel,Mairbek Taisumov,0,155.0,f,KO/TKO,1,2014,13,4,0,0,177.8,177.8,1,0.79,50.0,5.26,23.0,0.0,0.0,0.0,0.0,76.47059,1989,27,5,0,0,175.26,185.42,1,2.88,41.0,2.02,63.0,1.66,77.0,87.0,0.0,84.375,1988
2894,Zubaira Tukhugov,Ernest Chavez,1,145.0,f,KO/TKO,1,2014,18,4,0,0,172.72,172.72,1,2.53,35.0,2.09,69.0,2.13,46.0,100.0,0.0,81.818184,1991,8,2,0,0,172.72,177.8,1,2.79,40.0,3.89,59.0,0.89,33.0,50.0,0.0,80.0,1983
2895,Tarec Saffiedine,Rory MacDonald,0,170.0,f,KO/TKO,3,2014,16,7,0,0,177.8,177.8,0,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1,69.565216,1986,18,4,0,0,182.88,193.04,1,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,81.818184,1989
2896,Raphael Assuncao,Bryan Caraway,1,135.0,f,DEC,3,2014,27,5,0,0,165.1,167.64,1,3.38,40.0,2.23,70.0,1.4,36.0,79.0,0.3,84.375,1982,21,9,0,0,172.72,172.72,1,2.43,33.0,3.43,54.0,2.62,26.0,80.0,0.8,70.0,1984
2897,Chad Laprise,Yosdenis Cedeno,1,155.0,f,DEC,3,2014,14,3,0,0,177.8,180.34,1,4.77,42.0,3.6,64.0,1.07,54.0,78.0,0.0,82.35294,1986,10,5,1,0,172.72,175.26,1,1.64,29.0,1.6,67.0,0.0,0.0,31.0,0.3,62.5,1985
2898,Bruno Santos,Elias Theodorou,0,185.0,f,DEC,3,2014,14,2,0,0,175.26,175.26,1,1.18,46.0,2.27,56.0,3.0,37.0,66.0,0.3,87.5,1987,16,2,0,0,185.42,190.5,1,3.93,42.0,1.99,55.0,1.58,30.0,58.0,0.0,88.888885,1988
2899,Li Jingliang,Nordine Taleb,0,170.0,f,DEC,3,2014,15,5,0,0,182.88,180.34,1,4.84,43.0,3.31,60.0,1.15,32.0,56.0,0.0,75.0,1988,14,6,0,0,185.42,187.96,1,3.42,54.0,2.52,67.0,2.3,76.0,71.0,0.0,70.0,1981
2900,Mitch Gagnon,Roman Salazar,1,135.0,f,SUB,1,2014,12,4,0,0,165.1,165.1,0,3.18,48.0,2.13,63.0,1.43,26.0,67.0,1.9,75.0,1984,9,4,0,1,170.18,170.18,1,1.95,39.0,2.89,57.0,1.77,18.0,50.0,0.0,64.28571,1988
2901,Daron Cruickshank,Anthony Njokuani,1,155.0,f,DEC,3,2014,16,8,0,1,172.72,182.88,0,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,64.0,1985,16,9,0,1,185.42,190.5,1,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,61.53846,1980
2902,Jake Lindsey,Olivier Aubin-Mercier,0,155.0,f,SUB,2,2014,9,3,0,0,180.34,180.34,0,3.44,52.0,4.01,46.0,0.65,33.0,50.0,0.0,75.0,1986,12,3,0,0,175.26,177.8,0,2.58,53.0,2.68,57.0,2.97,35.0,68.0,0.7,80.0,1989
2903,Paul Felder,Jason Saggo,1,155.0,f,DEC,3,2014,15,4,0,0,180.34,177.8,1,3.52,43.0,2.96,51.0,0.36,33.0,59.0,0.4,78.947365,1984,12,4,0,0,180.34,180.34,1,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0,75.0,1985
2904,Paddy Holohan,Chris Kelades,0,125.0,f,DEC,3,2014,12,2,1,0,177.8,175.26,1,2.13,46.0,2.81,46.0,2.88,47.0,71.0,1.3,80.0,1988,9,3,0,0,170.18,172.72,1,2.4,43.0,2.64,48.0,1.04,18.0,53.0,0.3,75.0,1981
2905,Matt Dwyer,Albert Tumenov,0,170.0,f,KO/TKO,1,2014,8,4,0,0,193.04,193.04,1,2.57,34.0,3.24,54.0,0.44,10.0,60.0,0.0,66.666664,1989,17,4,0,0,180.34,185.42,1,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0,80.95238,1991
2906,Jose Aldo,Chad Mendes,1,145.0,t,DEC,5,2014,27,4,0,0,170.18,177.8,1,3.51,44.0,2.94,67.0,0.73,68.0,92.0,0.2,87.09677,1986,18,4,0,0,167.64,167.64,1,2.76,49.0,2.14,68.0,4.08,54.0,100.0,0.3,81.818184,1985
2907,Phil Davis,Glover Teixeira,1,205.0,f,DEC,3,2014,13,3,0,1,187.96,200.66,1,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,76.47059,1984,27,7,0,0,187.96,193.04,1,3.5,43.0,3.57,56.0,2.16,46.0,60.0,0.8,79.411766,1979
2908,Fabio Maldonado,Hans Stringer,1,205.0,f,KO/TKO,2,2014,22,9,0,0,185.42,190.5,1,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,70.96774,1980,22,7,3,0,190.5,185.42,1,3.16,61.0,2.84,41.0,2.4,36.0,62.0,0.0,68.75,1987
2909,Darren Elkins,Lucas Martins,1,145.0,f,DEC,3,2014,25,7,0,0,177.8,180.34,1,3.36,37.0,2.83,53.0,2.68,35.0,57.0,1.3,78.125,1984,16,3,0,0,182.88,182.88,0,2.87,35.0,4.14,60.0,0.0,0.0,76.0,0.5,84.210526,1988
2910,Diego Ferreira,Beneil Dariush,0,155.0,f,DEC,3,2014,13,2,0,0,175.26,187.96,1,3.86,38.0,3.08,53.0,0.35,11.0,62.0,1.0,86.666664,1985,15,4,1,0,177.8,182.88,0,3.92,48.0,2.64,61.0,1.47,30.0,80.0,0.8,75.0,1989
2911,Neil Magny,William Patolino,1,170.0,f,KO/TKO,3,2014,21,8,0,0,190.5,203.2,1,3.86,46.0,2.22,56.0,2.62,46.0,60.0,0.3,72.413795,1987,8,3,0,0,180.34,190.5,1,4.92,54.0,3.96,65.0,1.85,45.0,78.0,0.0,72.72727,1991
2912,Yan Cabral,Naoyuki Kotani,1,155.0,f,SUB,2,2014,12,3,0,0,180.34,185.42,1,2.02,47.0,1.98,62.0,2.89,35.0,37.0,1.2,80.0,1983,33,13,7,0,172.72,167.64,0,1.02,31.0,2.89,50.0,0.83,16.0,46.0,0.8,62.264153,1981
2913,Scott Jorgensen,Wilson Reis,0,125.0,f,SUB,1,2014,15,12,0,0,165.1,167.64,1,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,55.555557,1982,22,9,0,0,162.56,165.1,0,1.82,29.0,2.99,55.0,4.94,43.0,47.0,0.6,70.96774,1985
2914,Felipe Arantes,Andre Fili,0,145.0,f,DEC,3,2014,18,10,1,2,172.72,185.42,1,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,58.064518,1988,18,6,0,0,180.34,187.96,1,3.72,36.0,3.72,53.0,2.8,46.0,69.0,0.2,75.0,1990
2915,Christos Giagos,Gilbert Burns,0,155.0,f,SUB,1,2014,15,7,0,0,177.8,180.34,1,2.16,32.0,2.13,50.0,0.48,20.0,41.0,0.5,68.181816,1990,13,3,0,0,177.8,180.34,1,2.75,39.0,3.57,57.0,2.23,36.0,38.0,0.9,81.25,1986
2916,Anthony Rocco Martin,Fabricio Camoes,1,155.0,f,SUB,1,2014,14,4,0,0,182.88,185.42,1,2.81,41.0,2.96,56.0,1.0,25.0,55.0,1.3,77.77778,1989,14,9,1,0,177.8,185.42,1,1.29,33.0,1.85,61.0,2.34,32.0,20.0,1.5,58.333332,1978
2917,Michael Bisping,Luke Rockhold,0,185.0,f,SUB,2,2014,31,9,0,0,185.42,190.5,1,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,77.5,1979,16,4,0,0,190.5,195.58,0,4.29,48.0,2.32,58.0,0.71,40.0,68.0,1.2,80.0,1984
2918,Al Iaquinta,Ross Pearson,1,155.0,f,KO/TKO,2,2014,13,4,1,0,175.26,177.8,1,4.28,40.0,4.04,62.0,0.98,28.0,77.0,0.4,72.22222,1987,22,15,0,1,172.72,175.26,1,3.67,40.0,4.04,62.0,0.75,36.0,75.0,0.0,57.894737,1984
2919,Robert Whittaker,Clint Hester,1,185.0,f,KO/TKO,2,2014,21,4,0,0,182.88,185.42,1,4.82,40.0,3.65,61.0,0.37,57.0,84.0,0.0,84.0,1990,11,6,0,0,187.96,195.58,1,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,64.70588,1986
2920,Soa Palelei,Walt Harris,1,265.0,f,KO/TKO,2,2014,22,5,0,0,193.04,205.74,1,2.47,57.0,2.68,48.0,2.2,47.0,66.0,0.0,81.48148,1977,11,7,0,0,195.58,195.58,0,2.99,38.0,2.63,63.0,0.22,33.0,75.0,0.2,61.11111,1983
2921,Jake Matthews,Vagner Rocha,1,155.0,f,SUB,2,2014,14,3,0,0,180.34,185.42,1,3.05,48.0,2.16,56.0,2.51,41.0,66.0,0.9,82.35294,1994,11,4,0,0,177.8,185.42,1,2.64,42.0,4.5,48.0,1.4,33.0,50.0,1.9,73.333336,1982
2922,Anthony Perosh,Guto Inocente,1,205.0,f,SUB,1,2014,15,10,0,0,190.5,190.5,1,2.27,43.0,3.77,53.0,2.03,22.0,33.0,1.1,60.0,1972,6,4,0,0,190.5,195.58,1,4.13,66.0,2.92,54.0,0.67,33.0,66.0,0.7,60.0,1986
2923,Dylan Andrews,Sam Alvey,0,185.0,f,KO/TKO,1,2014,18,8,0,1,185.42,185.42,0,2.21,50.0,2.72,46.0,2.83,50.0,57.0,0.4,66.666664,1979,33,11,0,1,187.96,190.5,0,3.2,45.0,3.25,55.0,0.1,25.0,84.0,0.1,73.333336,1986
2924,Richie Vaculik,Louis Smolka,0,125.0,f,KO/TKO,3,2014,10,5,0,0,167.64,175.26,1,3.69,46.0,4.09,57.0,3.0,45.0,31.0,1.0,66.666664,1983,14,5,0,0,175.26,172.72,1,3.88,45.0,3.39,52.0,1.6,34.0,31.0,2.2,73.68421,1991
2925,Vik Grujic,Chris Clements,0,170.0,f,KO/TKO,1,2014,7,6,0,0,180.34,185.42,1,2.24,48.0,3.39,41.0,1.18,33.0,26.0,0.4,53.846153,1977,12,6,0,1,177.8,177.8,1,3.2,49.0,2.37,44.0,0.0,0.0,32.0,0.3,63.157894,1976
2926,Daniel Kelly,Luke Zachrich,1,185.0,f,SUB,1,2014,13,4,0,0,182.88,177.8,0,3.62,38.0,4.64,61.0,1.86,34.0,78.0,0.3,76.47059,1977,14,4,0,0,187.96,187.96,1,4.56,32.0,4.46,62.0,0.74,33.0,80.0,0.0,77.77778,1981
2927,Jumabieke Tuerxun,Marcus Brimage,0,135.0,f,KO/TKO,1,2014,17,3,1,0,170.18,170.18,1,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9,80.95238,1986,7,5,0,0,162.56,180.34,0,3.97,35.0,3.64,56.0,0.56,100.0,80.0,0.0,58.333332,1985
2928,Mauricio Rua,Ovince Saint Preux,0,205.0,f,KO/TKO,1,2014,25,11,0,0,185.42,193.04,1,3.75,51.0,2.64,55.0,2.16,48.0,45.0,0.9,69.44444,1981,23,12,0,0,190.5,203.2,0,2.68,47.0,2.78,44.0,1.18,40.0,66.0,0.6,65.71429,1983
2929,Alan Jouban,Warlley Alves,0,170.0,f,DEC,3,2014,16,6,0,0,182.88,185.42,0,5.41,53.0,3.48,60.0,0.52,50.0,62.0,0.0,72.72727,1981,13,3,0,0,180.34,182.88,1,2.88,46.0,4.09,49.0,1.22,44.0,80.0,0.9,81.25,1991
2930,Claudio Silva,Leon Edwards,1,170.0,f,DEC,3,2014,12,1,0,0,180.34,180.34,0,2.55,45.0,2.32,45.0,3.04,25.0,50.0,0.9,92.30769,1982,16,3,0,0,182.88,187.96,0,2.38,48.0,1.99,55.0,1.26,29.0,70.0,0.5,84.210526,1991
2931,Jorge de Oliveira,Dhiego Lima,0,170.0,f,DEC,3,2014,7,2,0,0,172.72,180.34,1,1.26,31.0,4.84,48.0,0.0,0.0,22.0,0.0,77.77778,1980,14,7,0,0,187.96,187.96,1,2.54,47.0,2.88,50.0,2.22,66.0,50.0,1.5,66.666664,1989
2932,Juliana Lima,Nina Ansaroff,1,,f,DEC,3,2014,9,5,0,0,165.1,165.1,1,1.94,44.0,2.11,55.0,1.72,31.0,70.0,0.0,64.28571,1982,9,5,0,0,165.1,162.56,1,4.82,47.0,3.31,55.0,0.41,40.0,80.0,0.8,64.28571,1985
2933,Diego Rivas,Rodolfo Rubio,1,145.0,f,DEC,3,2014,7,2,0,0,172.72,175.26,1,1.37,40.0,2.14,52.0,1.79,60.0,64.0,0.9,77.77778,1991,12,8,1,0,165.1,167.64,1,1.13,36.0,1.0,62.0,2.0,33.0,33.0,0.0,57.142857,1987
2934,Caio Magalhaes,Trevor Smith,1,185.0,f,KO/TKO,1,2014,9,3,0,0,185.42,185.42,1,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,75.0,1987,15,8,0,0,190.5,190.5,1,3.31,58.0,2.95,49.0,2.06,32.0,54.0,0.9,65.21739,1981
2935,Charlie Brenneman,Leandro Silva,0,155.0,f,SUB,1,2014,19,8,0,0,177.8,182.88,1,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,70.37037,1981,19,4,1,1,175.26,182.88,1,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4,76.0,1985
2936,Tim Gorman,Thomas Almeida,0,135.0,f,DEC,3,2014,9,4,0,0,165.1,172.72,0,2.73,31.0,5.57,46.0,1.0,9.0,33.0,0.0,69.23077,1983,22,3,0,0,170.18,177.8,0,5.66,45.0,4.65,64.0,0.0,0.0,75.0,0.0,88.0,1991
2937,Wagner Silva,Colby Covington,0,170.0,f,SUB,3,2014,3,3,0,0,182.88,180.34,1,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0,50.0,1987,14,1,0,0,180.34,182.88,1,3.26,38.0,2.2,57.0,5.63,51.0,78.0,0.2,93.333336,1988
2938,Mark Hunt,Fabricio Werdum,0,265.0,t,KO/TKO,2,2014,13,13,1,1,177.8,182.88,1,2.89,43.0,2.84,51.0,0.53,55.0,64.0,0.2,46.42857,1974,23,8,1,0,193.04,195.58,1,3.61,51.0,2.45,56.0,1.65,30.0,31.0,1.1,71.875,1977
2939,Kelvin Gastelum,Jake Ellenberger,1,170.0,f,SUB,1,2014,16,3,0,1,175.26,180.34,0,3.86,43.0,2.87,61.0,0.82,50.0,62.0,0.2,80.0,1991,31,15,0,0,175.26,180.34,1,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,67.391304,1985
2940,Ricardo Lamas,Dennis Bermudez,1,145.0,f,SUB,1,2014,19,7,0,0,172.72,180.34,1,2.87,45.0,2.61,59.0,1.66,32.0,47.0,1.0,73.07692,1982,17,9,0,0,167.64,167.64,1,4.44,45.0,3.2,59.0,3.8,38.0,82.0,1.0,65.38461,1986
2941,Augusto Montano,Chris Heatherly,1,170.0,f,KO/TKO,1,2014,15,3,0,0,185.42,185.42,1,3.46,46.0,2.66,56.0,0.0,0.0,66.0,0.0,83.333336,1984,9,3,0,1,175.26,172.72,1,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7,69.23077,1987
2942,Edgar Garcia,Hector Urbina,0,170.0,f,SUB,1,2014,14,5,0,0,177.8,180.34,1,3.16,29.0,4.23,60.0,2.21,57.0,50.0,0.6,73.68421,1984,25,10,1,0,180.34,185.42,1,0.97,38.0,2.44,39.0,0.0,0.0,38.0,3.8,69.44444,1987
2945,Leslie Smith,Jessica Eye,0,,f,KO/TKO,2,2014,10,7,1,0,175.26,167.64,1,7.56,40.0,8.41,51.0,0.0,0.0,62.0,0.0,55.555557,1982,13,6,0,1,167.64,167.64,1,3.42,36.0,3.32,59.0,0.59,71.0,60.0,0.8,65.0,1986
2948,Marco Beltran,Marlon Vera,1,135.0,f,DEC,3,2014,8,7,0,0,172.72,175.26,1,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2,53.333332,1986,12,5,1,0,172.72,177.8,0,3.23,44.0,3.93,52.0,0.78,37.0,68.0,1.3,66.666664,1992
2949,Frankie Edgar,Cub Swanson,1,145.0,f,SUB,5,2014,22,6,1,0,167.64,172.72,1,3.59,40.0,2.22,70.0,2.47,33.0,65.0,0.4,75.86207,1981,25,10,0,0,172.72,177.8,1,4.16,49.0,3.28,62.0,1.17,52.0,60.0,0.5,71.42857,1983
2950,Edson Barboza,Bobby Green,1,155.0,f,DEC,3,2014,19,6,0,0,180.34,190.5,1,3.64,41.0,4.0,60.0,0.49,50.0,80.0,0.1,76.0,1986,24,8,1,0,177.8,180.34,1,5.0,48.0,3.87,63.0,1.03,25.0,71.0,0.2,72.72727,1986
2951,Chico Camus,Brad Pickett,1,125.0,f,DEC,3,2014,14,7,0,1,167.64,167.64,1,2.58,41.0,2.46,64.0,0.77,40.0,72.0,0.4,63.636364,1985,26,14,0,0,167.64,172.72,1,3.02,31.0,4.63,55.0,2.47,44.0,58.0,0.4,65.0,1978
2952,Aleksei Oleinik,Jared Rosholt,1,265.0,f,KO/TKO,1,2014,54,11,1,0,187.96,203.2,1,3.06,48.0,3.28,53.0,2.99,39.0,11.0,2.7,81.818184,1977,14,3,0,0,187.96,190.5,1,2.08,46.0,1.52,59.0,1.83,41.0,66.0,0.1,82.35294,1986
2953,Dustin Ortiz,Joseph Benavidez,0,125.0,f,DEC,3,2014,19,7,0,0,165.1,165.1,1,2.91,43.0,2.24,56.0,3.01,35.0,54.0,0.1,73.07692,1988,25,5,0,0,162.56,165.1,0,3.44,32.0,2.5,64.0,1.26,27.0,66.0,0.7,83.333336,1984
2954,Isaac Vallie-Flagg,Matt Wiman,0,155.0,f,DEC,3,2014,14,6,1,0,172.72,172.72,1,5.56,47.0,5.6,45.0,0.2,12.0,58.0,0.0,66.666664,1978,16,7,0,0,177.8,172.72,1,3.51,50.0,3.24,54.0,2.41,38.0,63.0,1.8,69.565216,1983
2955,Ruslan Magomedov,Josh Copeland,1,265.0,f,DEC,3,2014,14,1,0,0,190.5,198.12,1,4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,93.333336,1986,9,2,0,0,185.42,190.5,1,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,81.818184,1982
2956,Roger Narvaez,Luke Barnatt,1,185.0,f,DEC,3,2014,7,2,0,0,190.5,200.66,0,2.12,37.0,3.32,64.0,0.0,0.0,50.0,0.9,77.77778,1983,8,3,0,0,198.12,195.58,1,4.43,36.0,3.87,59.0,0.63,42.0,63.0,0.4,72.72727,1988
2957,Nick Hein,James Vick,0,155.0,f,DEC,3,2014,14,4,0,1,167.64,167.64,0,2.54,33.0,2.93,62.0,0.8,33.0,83.0,0.0,73.68421,1984,13,2,0,0,190.5,193.04,1,4.16,38.0,3.05,62.0,0.32,33.0,56.0,0.8,86.666664,1987
2958,Akbarh Arreola,Yves Edwards,1,155.0,f,SUB,1,2014,23,10,1,0,177.8,180.34,0,2.32,45.0,4.01,56.0,1.07,100.0,33.0,0.4,67.64706,1983,42,22,1,1,175.26,185.42,0,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7,63.636364,1976
2959,Kailin Curran,Paige VanZant,0,,f,KO/TKO,3,2014,4,6,0,0,162.56,165.1,1,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,40.0,1991,7,4,0,0,162.56,165.1,1,3.47,51.0,2.72,43.0,1.41,34.0,40.0,0.7,63.636364,1994
2960,Dooho Choi,Juan Puig,1,145.0,f,KO/TKO,1,2014,14,3,0,0,177.8,177.8,1,5.64,53.0,6.26,54.0,0.55,20.0,50.0,0.0,82.35294,1991,11,4,0,0,175.26,182.88,1,4.91,23.0,7.17,51.0,0.0,0.0,0.0,0.0,73.333336,1989
2961,Johny Hendricks,Robbie Lawler,0,170.0,t,DEC,5,2014,18,8,0,0,175.26,175.26,0,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,69.23077,1983,28,12,0,1,180.34,187.96,0,3.56,44.0,3.99,60.0,0.72,65.0,69.0,0.0,68.29269,1982
2962,Anthony Pettis,Gilbert Melendez,1,155.0,t,SUB,2,2014,21,8,0,0,177.8,182.88,1,2.85,45.0,3.16,54.0,0.76,54.0,58.0,1.3,72.413795,1987,22,7,0,0,175.26,185.42,1,3.51,33.0,2.35,64.0,1.7,42.0,71.0,0.2,75.86207,1982
2963,Brendan Schaub,Travis Browne,0,265.0,f,KO/TKO,1,2014,11,5,0,0,193.04,198.12,1,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,68.75,1983,18,7,1,0,198.12,200.66,1,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,69.23077,1982
2964,Anthony Hamilton,Todd Duffee,0,265.0,f,KO/TKO,1,2014,15,9,0,0,195.58,193.04,1,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0,62.5,1980,9,3,0,0,190.5,200.66,1,5.58,35.0,2.61,60.0,0.0,0.0,90.0,0.0,75.0,1985
2965,Tony Ferguson,Abel Trujillo,1,155.0,f,SUB,2,2014,25,3,0,0,180.34,193.04,1,5.51,44.0,3.55,63.0,0.6,42.0,76.0,1.5,89.28571,1984,15,8,0,1,172.72,177.8,1,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4,62.5,1983
2966,Urijah Faber,Francisco Rivera,1,135.0,f,SUB,2,2014,34,10,0,0,167.64,170.18,1,2.66,41.0,2.51,65.0,1.59,31.0,60.0,0.9,77.27273,1979,11,7,0,1,172.72,172.72,1,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6,57.894737,1981
2967,Eddie Gordon,Josh Samman,0,185.0,f,KO/TKO,2,2014,8,4,0,0,182.88,193.04,1,2.03,32.0,2.57,60.0,1.93,83.0,63.0,0.0,66.666664,1983,12,5,0,0,190.5,200.66,1,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4,70.588234,1988
2968,Corey Anderson,Justin Jones,1,205.0,f,DEC,3,2014,12,4,0,0,190.5,200.66,1,4.55,47.0,2.2,59.0,5.48,52.0,75.0,0.0,75.0,1989,9,2,0,0,180.34,198.12,1,1.7,36.0,3.17,45.0,1.0,15.0,46.0,0.5,81.818184,1987
2969,Raquel Pennington,Ashlee Evans-Smith,1,,f,SUB,1,2014,9,8,0,0,170.18,170.18,1,3.42,47.0,3.31,62.0,1.16,28.0,64.0,0.9,52.941177,1988,6,3,0,0,172.72,170.18,1,4.97,37.0,3.7,61.0,1.14,27.0,66.0,0.0,66.666664,1987
